tumor	gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	pglobal_cv	qglobal_cv
UCEC	TAF1	2	43	0	1	3	6.24296591488401	1.20738250643425	1.20738250643425	1.2102514691394	9.59048247595184e-07	0.865944404217239	2.11481611378517e-06	0.391190282380283	0.00144314629380438	0.880552810652023	0.00243353134222738	1.24136551037379e-05	0.0105580835277966
UCEC	USP26	0	10	3	0	10	4.63354527521364	16.6116132619858	16.6116132619858	8.36847842993542	0.00907329659554179	0.00227006988293976	0.00177381167460366	0.000549227825238246	0.708630928796935	0.576715675974904	0.482146724846754	1.44591046309372e-05	0.0117853751995998
UCEC	ALG13	1	13	6	1	6	3.73949449185859	16.3837216539795	16.3837216539795	4.03275357730807	0.0108052996967969	1.1205873486797e-05	3.71588682230861e-05	0.0297150067202113	0.708630928796935	0.0199281179226112	0.0339202492853202	1.62495083161351e-05	0.0126847695868235
UCEC	RNF43	3	8	4	1	9	1.7595365845068	11.1111424030849	11.1111424030849	8.78049790365418	0.289280459565608	0.000432519496409878	0.00203563133352669	0.000564299914669776	0.742488961535819	0.230728791576146	0.482146724846754	1.68594218002971e-05	0.0126847695868235
UCEC	FAT1	10	45	10	1	11	2.24158330517315	8.1750474970084	8.1750474970084	1.83264391493293	0.0059972504636433	3.41199273412585e-06	1.01758427428766e-05	0.164167465889603	0.708630928796935	0.00775664031336221	0.0104768334597975	2.38927013527235e-05	0.0173107045874806
UCEC	EP300	2	18	8	1	10	2.5483021696731	10.7868818918287	10.7868818918287	3.16720053207494	0.0436753236734583	1.73836502466163e-05	9.60649617505194e-05	0.0406802831976049	0.708630928796935	0.0283382471770256	0.0696008437690244	5.25716861912162e-05	0.036728833045449
UCEC	CASP8	1	7	2	2	5	3.82163171962688	17.0935565232096	17.0935565232096	7.09535184133672	0.027127786525953	0.000385137552427972	0.000715655801864279	0.00647965992323098	0.708630928796935	0.215258880017028	0.312067758820459	6.15885836230401e-05	0.0415446852701348
UCEC	MSH2	2	1	2	2	8	0.259972858457166	8.32235927925781	8.32235927925781	6.54441863953881	0.158917085456657	0.00450919109184655	0.00160849206545344	0.00321886606136945	0.715681145172342	0.840083772749546	0.469631668423883	6.81940768779699e-05	0.0444670843962282
UCEC	HTR2C	2	6	0	0	9	2.35824721585109	0	0	14.9976260489431	0.1549744890614	0.597812559685344	0.297053875367502	2.25431476515991e-05	0.712433679637384	0.850518587908101	0.94385375476544	8.64784524329254e-05	0.0545706931126738
UCEC	UPF3A	0	1	4	1	2	0.576310595551393	23.1425153057417	23.1425153057417	3.2070395324784	0.616021251641237	3.7310422559278e-05	5.48308088980098e-05	0.143640952851759	0.890921759914674	0.0486577657403064	0.0466347949418638	0.000100431721702932	0.0596902089586402
UCEC	JAK1	6	12	2	2	14	1.47345474200058	4.70713966488207	4.70713966488207	9.27125973934664	0.374461028459292	0.0227148258322208	0.0716758781365936	0.000110194316964051	0.780646380216081	0.850518587908101	0.94385375476544	0.000100694044353089	0.0596902089586402
UCEC	STAG2	2	12	10	0	2	2.45417858508597	11.9501001859168	11.9501001859168	1.20548294483231	0.0745018287025924	3.56864138739699e-06	2.1554025279813e-05	0.423864190145889	0.708630928796935	0.00775664031336221	0.0210819921261851	0.000115143400080564	0.0662480938934116
UCEC	OR14K1	3	15	0	0	0	8.52460848149163	0	0	0	1.9087596571099e-06	0.70168399895935	9.74456646396504e-06	1	0.00266708260088457	0.850518587908101	0.0104768334597975	0.000122185176936407	0.0682910408922855
COAD	TP53	2	81	10	3	18	45.4667129762689	86.0473870365898	86.0473870365898	56.1840775778665	0	1.11022302462516e-16	0	9.49307568792161e-17	0	1.08590914038587e-12	0	0	0
COAD	PIK3CA	0	54	0	0	0	36.9795417808702	0	0	0	0	0.490288297214322	0	1	0	0.894703651238603	0	0	0
COAD	KRAS	0	88	0	0	0	294.450247449878	0	0	0	0	0.801091708865685	0	1	0	0.894703651238603	0	0	0
COAD	APC	3	11	105	8	76	1.63401683528756	153.204677483772	153.204677483772	32.8640416274346	0.34713587041296	0	0	5.50627427169859e-25	0.759015383459259	0	0	0	0
COAD	SOX9	2	7	2	0	25	2.86095367484223	20.8434880025955	20.8434880025955	60.2846584032663	0.083634534984814	0.00589457329182108	0.0107369023237834	4.34433311848854e-21	0.759015383459259	0.894703651238603	0.957802678602473	0	0
COAD	AMER1	2	6	13	0	7	1.8102391630296	51.9171857765349	51.9171857765349	7.57803628519933	0.34903394017345	7.7937656328686e-14	1.67754699020861e-13	0.000932013121441962	0.759015383459259	5.08205477700585e-10	6.56323484449217e-10	5.88418203051333e-15	1.91843948134836e-11
COAD	FBXW7	1	23	5	0	9	14.769110249704	21.2093706441474	21.2093706441474	15.6331402299996	5.94759463901084e-09	5.80540825216858e-05	2.89254109553383e-09	3.05773376328312e-06	1.93911410547217e-05	0.145844282539442	8.08341270154754e-06	2.95097279945367e-13	8.24670427184466e-10
COAD	BRAF	0	28	0	1	1	22.0401703649791	4.97275288551587	4.97275288551587	1.52203840523098	1.29462773834632e-10	0.243608940981886	8.72182215339024e-10	0.447513849556362	6.33137695438268e-07	0.894703651238603	2.84360474941033e-06	8.84609541174086e-09	2.16309148055593e-05
COAD	PTEN	2	3	4	1	6	2.37165983502154	30.2493166779921	30.2493166779921	18.2644608627718	0.272926253700331	6.6254874812044e-06	3.8632004570438e-05	2.22606289799623e-05	0.759015383459259	0.0259215572214641	0.0629766061172424	1.88111468624186e-08	4.08870727691814e-05
COAD	TGIF1	0	0	3	0	6	0	63.9197586686282	63.9197586686282	18.3553288272632	0.206014322716239	5.96439147487748e-05	4.69271362761869e-05	2.16895046526812e-05	0.759015383459259	0.145844282539442	0.0706145107565207	2.20925279181827e-08	4.3217403113549e-05
COAD	NRAS	1	13	0	0	0	26.3107959460181	0	0	0	1.37194822169562e-09	0.728680156991112	8.15691780786665e-09	1	5.36761022256194e-06	0.894703651238603	1.99457032696859e-05	1.60074613453354e-07	0.00028467087167041
COAD	ARID1A	3	2	5	1	9	0.333110609162122	16.4531547881168	16.4531547881168	4.84175996624659	0.162357598783925	2.36510806225221e-05	2.59406584368627e-06	0.00425717387645547	0.759015383459259	0.0771104065229628	0.00563834622602119	2.1337411659772e-07	0.00034783537240705
COAD	SMAD4	1	15	0	1	5	10.7426783721105	7.16243968645729	7.16243968645729	11.119412580711	5.12288458642818e-06	0.156684156793258	2.67748879997365e-05	0.000638874750581163	0.0143162668971011	0.894703651238603	0.0476154871864405	3.23023329418248e-07	0.000486075566929213
COAD	AXIN2	2	4	0	0	12	1.30057976210381	0	0	17.4854080297626	0.709086394164416	0.561115233154387	0.769551986139952	1.15675026790194e-07	0.894509632659579	0.894703651238603	0.957802678602473	1.53417337733774e-06	0.0021436785433915
COAD	B2M	1	1	0	1	4	2.52287529717687	20.9876806293108	20.9876806293108	40.9935677142211	0.460498992920497	0.0477194006255877	0.12093012275815	1.42443303033652e-05	0.781145431174932	0.894703651238603	0.957802678602473	2.45839721305652e-05	0.0320607775212077
COAD	MAP2K4	0	8	1	2	2	10.4864193810047	33.6371954586879	33.6371954586879	5.98446244003228	0.000499322699078375	0.000415516874288091	5.46687920577327e-05	0.0526208774290281	0.424684810407442	0.526715466212394	0.0763879221595262	3.95803846944265e-05	0.0462622679254381
COAD	TAP2	0	3	3	1	4	2.14911278278435	32.782857652005	32.782857652005	6.99747955292537	0.390529206281434	7.87125156294088e-05	0.000386927679636884	0.00756105310449656	0.761241480835519	0.171086025638055	0.378273514723163	4.02033817979985e-05	0.0462622679254381
COAD	ZFP36L2	0	0	1	0	5	0	45.1646561438075	45.1646561438075	12.4222932467337	0.144532039315877	0.0216974699924251	0.015070005732694	0.000402427022790663	0.759015383459259	0.894703651238603	0.957802678602473	7.89186245232498e-05	0.0857670073846563
BRCA	TP53	1	49	12	6	24	85.865495435825	296.562981019812	296.562981019812	282.710096845169	0	0	0	4.59111659168215e-30	0	0	0	0	0
BRCA	PIK3CA	0	80	0	0	2	77.3004524705021	0	0	8.68317572162431	0	0.585964704606362	0	0.032120105089623	0	0.920529240125246	0	0	0
BRCA	CDH1	0	4	8	6	25	4.35519503434663	174.352654260009	174.352654260009	128.350592455979	0.049459614526744	0	0	4.56807331786482e-23	0.744823011133764	0	0	0	0
BRCA	PTEN	0	4	6	2	11	9.27401986617856	156.233506344216	156.233506344216	126.368147661609	0.00426276833997474	2.05058192648266e-13	4.76396699866655e-13	7.41214933918858e-14	0.744823011133764	1.33711612152846e-09	2.32981806069787e-09	0	0
BRCA	MAP3K1	1	4	4	1	20	2.09847478581937	25.3358923339906	25.3358923339906	61.3503955480263	0.288066922590901	1.31485167844669e-05	7.50564903376771e-05	9.86627471940033e-15	0.744823011133764	0.0428685475562904	0.203962116927118	0	0
BRCA	GATA3	1	2	0	0	37	3.30038325189384	0	0	385.893987997086	0.199927754581492	0.780322896560728	0.418604597257775	2.21606132782295e-44	0.744823011133764	0.920529240125246	0.937407180923071	0	0
BRCA	KMT2C	1	5	14	0	18	1.05023764657951	24.3421094682006	24.3421094682006	17.0074987006815	0.939583395065815	1.04751540774828e-10	2.27129426377815e-11	6.93714049963887e-07	0.958546564499477	5.12287410159296e-07	8.88621167760562e-08	6.66133814775094e-16	1.86155852637577e-12
BRCA	MAP2K4	0	4	3	1	6	9.43380635767764	72.3877172906602	72.3877172906602	67.754122966543	0.00401423193190331	1.52678842890719e-06	8.62282078739618e-07	1.00592750782251e-07	0.744823011133764	0.00597340704925649	0.00281132700405073	2.69551048148742e-12	6.59119700485711e-09
BRCA	RUNX1	0	5	1	0	8	8.8406146287941	21.0155211803277	21.0155211803277	77.1918074546061	0.00227996478325398	0.0467367303663463	0.00241675237642869	1.25158775846853e-09	0.744823011133764	0.920529240125246	0.937407180923071	8.32545143936159e-11	1.80958312285324e-07
BRCA	ARID1A	1	5	5	0	8	1.9639081645858	22.2815056806922	22.2815056806922	16.2420207286376	0.298937444545978	2.43786839895233e-05	0.000135490769033408	4.86214885725179e-05	0.744823011133764	0.0529884240225615	0.230026555678327	1.30688382671273e-07	0.000255652614181545
BRCA	NCOR1	3	7	3	4	4	1.69023919446798	13.2190189049787	13.2190189049787	7.60533785040261	0.335224272745417	1.64241794708975e-05	8.98472818866569e-05	0.0104249046758999	0.744823011133764	0.0458985426870995	0.203962116927118	1.3938238548783e-05	0.0247872565901175
BRCA	PIK3R1	0	0	0	0	6	0	0	0	38.4095786748264	0.241878281875218	0.662794238238475	0.466034885896963	2.29309212069648e-06	0.744823011133764	0.920529240125246	0.937407180923071	1.5761791297586e-05	0.0249048507522959
BRCA	FOXA1	0	6	0	0	3	10.7072887736745	0	0	29.4365164262676	0.000435162860226157	0.836404137015225	0.00195613982898635	0.000575697022756777	0.744823011133764	0.920529240125246	0.937407180923071	1.65506113781744e-05	0.0249048507522959
BRCA	TBX3	0	2	0	0	6	2.41137177532223	0	0	37.4286888968402	0.344672806982806	0.763164919642262	0.60409999752704	2.63433568071899e-06	0.744823011133764	0.920529240125246	0.937407180923071	2.2838045653395e-05	0.0319112749336938
BLCA	TP53	2	65	15	4	12	45.6622220772356	116.532342400001	116.532342400001	221.03818112244	0	0	0	9.08010180566574e-14	0	0	0	0	0
BLCA	FGFR3	4	45	1	0	1	15.2954323043573	3.84654081915135	3.84654081915135	8.97085325115796	0	0.283764074211462	0	0.0960939399967561	0	0.87253062310468	0	0	0
BLCA	ARID1A	3	22	26	3	15	3.45565960865764	42.1148088457265	42.1148088457265	47.6208679802283	0.00200888597394833	0	0	8.48911816324945e-08	0.727737544858836	0	0	0	0
BLCA	KDM6A	3	17	25	8	28	3.44788687874619	43.8930014967968	43.8930014967968	142.103334157504	0.00363253503905114	0	0	2.51362667700402e-17	0.768322211693998	0	0	0	0
BLCA	KMT2D	6	28	24	5	19	1.82728753595483	17.4363552379218	17.4363552379218	24.8990583827282	0.0891128309184125	0	0	1.06757220377545e-05	0.768322211693998	0	0	0	0
BLCA	RB1	0	3	15	5	10	1.35786194712069	61.3182974204597	61.3182974204597	78.1207780429149	0.693141045703456	0	0	1.86691956199647e-08	0.894998358815247	0	0	0	0
BLCA	ELF3	0	22	2	0	18	25.7603076865001	20.3312011556155	20.3312011556155	351.165497428393	1.18904885937354e-13	0.00632858672552161	3.65041330496751e-13	2.0512812043943e-20	7.75339126235508e-10	0.87253062310468	9.78675612772761e-10	0	0
BLCA	STAG2	5	10	15	3	10	1.45933796753249	20.2659028416594	20.2659028416594	57.1900731299196	0.411997505616491	2.1049828546893e-13	4.00235400377369e-13	2.16834009822876e-07	0.77741826997876	6.86294576723867e-10	9.78675612772761e-10	0	0
BLCA	CDKN1A	0	3	4	0	16	6.92426030598708	71.6102768826919	71.6102768826919	703.749845351446	0.0227768175803551	1.43761410220655e-06	2.3435579034059e-06	1.34520555210633e-23	0.768322211693998	0.00255660064248769	0.0027199563223734	0	0
BLCA	ZFP36L1	1	4	2	0	12	4.40908957979648	37.2876181650718	37.2876181650718	256.899832926966	0.0388933330507965	0.00165374467701063	0.00165453427137174	1.74187184764732e-14	0.768322211693998	0.770251270754331	0.599370359566186	1.11022302462516e-15	2.17181828077173e-12
BLCA	RHOB	0	16	0	0	0	32.9577966951226	0	0	0	6.89559520594685e-13	0.858553255930846	5.88107340604438e-12	1	3.37229083546831e-09	0.878906211341212	1.27828397743378e-08	1.57961421720643e-10	2.80912848336292e-07
BLCA	CREBBP	3	6	10	2	5	0.980157743720447	16.6267928383653	16.6267928383653	14.8535003687818	0.97137151110363	8.69241467693627e-09	6.78177902724286e-09	0.00298354729341057	0.992356443545811	2.12551269887784e-05	1.10554301109104e-05	5.18463161292004e-10	8.45181363432849e-07
BLCA	TSC1	3	2	6	4	2	0.455653515464304	22.0457748144931	22.0457748144931	12.4590906097627	0.296958315901745	6.36922703467491e-09	1.43541822872351e-09	0.0238778785418882	0.768322211693998	1.77992598931872e-05	2.80796513902892e-06	8.60179927286708e-10	1.29437228750635e-06
BLCA	PSIP1	1	3	5	2	3	1.71112054219537	26.4310757313534	26.4310757313534	41.0023744643321	0.47579529561642	3.48518896520211e-07	2.05739456693443e-06	0.00065015906444462	0.795131317332058	0.000757525183747597	0.00268311683455809	2.86686524519908e-08	4.00582985189888e-05
BLCA	CDKN2A	0	4	2	0	3	9.81075138077974	75.6734456340424	75.6734456340424	129.596790717621	0.00322256665659038	0.000407657141444639	6.77062829846919e-05	2.59776703545439e-05	0.768322211693998	0.344854609689313	0.0551862628227727	3.72148437621789e-08	4.85331182450495e-05
BLCA	PIK3CA	2	31	0	0	0	8.70781397253827	0	0	0	6.5304909258046e-09	0.318350921845007	6.77065148391165e-09	1	2.55498926981179e-05	0.87253062310468	1.10554301109104e-05	1.34131132201176e-07	0.000163992075507463
BLCA	RHOA	0	10	0	0	1	21.9149497663666	0	0	37.4093828875608	5.74412488685283e-08	0.782462778688046	3.5683290400268e-07	0.0257322854818834	0.00016052367290945	0.87253062310468	0.00049859751915003	1.79106617537172e-07	0.000206099038368363
BLCA	KLF5	1	10	0	0	4	7.95699242294739	0	0	63.3835832330724	0.000100752466689169	0.652743428913953	0.000406780703322784	4.15729392225228e-05	0.140779982383823	0.87253062310468	0.241134670254555	3.19539687265724e-07	0.00034726863123845
BLCA	ERBB2	6	31	0	0	0	6.1136697704942	0	0	0	4.2937938649068e-08	0.324220117419338	7.96462641394768e-08	1	0.000139991992642178	0.87253062310468	0.000119849247622804	1.38151787065777e-06	0.00142238171504249
BLCA	EP300	2	17	8	1	5	2.77628590309787	10.7640711358084	10.7640711358084	15.0257148658112	0.0225973281122297	1.24174939962751e-05	5.8201355954024e-05	0.00287579910428991	0.768322211693998	0.0202425847962612	0.0517515875078462	2.77893833977583e-06	0.00271807959013474
BLCA	KHDRBS2	0	9	3	0	1	9.42406128431383	29.6215706590838	29.6215706590838	20.7354865148194	9.98221179776548e-05	0.000345826750462908	7.5005509740933e-06	0.0450789046492922	0.140779982383823	0.322145852026448	0.00772240937659017	5.37601201622273e-06	0.00500788319339757
BLCA	FAT1	7	11	7	0	11	0.715452188640055	5.207056485222	5.207056485222	17.3887220827826	0.434761119251664	0.0020520381774497	0.00142040862332227	0.000345804730445294	0.783241754088639	0.804057072393043	0.54813483219495	7.62634266660012e-06	0.00678120523836507
BLCA	SPTAN1	6	17	8	2	3	1.63557737287662	8.14254807998811	8.14254807998811	8.71238929194093	0.210941226228946	1.45131943787291e-05	7.96844661158369e-05	0.0249376280031364	0.768322211693998	0.0218390083412845	0.0623515010463201	2.80759523878515e-05	0.0238792078526588
BLCA	ERCC2	3	19	0	0	0	7.56728475445352	0	0	0	7.68434117781602e-07	0.465537148869071	2.36372852879807e-06	1	0.00187901352650546	0.87253062310468	0.0027199563223734	3.29864705365113e-05	0.0268867223598014
BLCA	ASXL1	2	9	8	0	0	1.93426260980311	18.9539244304076	18.9539244304076	0	0.206934832250183	5.29246988789644e-07	3.29376792973513e-06	1	0.768322211693998	0.0010353129594703	0.00357959379119325	4.48725761831303e-05	0.0351118934117758
BLCA	KMT2C	3	29	8	2	8	2.28191188430905	5.80888622779345	5.80888622779345	11.8199027364606	0.0355256404849813	0.000423091229554418	0.00177031284763152	0.00310205999052394	0.768322211693998	0.344854609689313	0.62965199864305	7.2007658473372e-05	0.0541774544252347
LUAD	TP53	6	71	27	4	23	11.6119650284645	39.5847962853748	39.5847962853748	196.796130837681	6.66133814775094e-16	0	0	5.60228447351385e-27	1.30309096846304e-11	0	0	0	0
LUAD	STK11	2	13	13	6	18	5.93458269945285	76.4731703508702	76.4731703508702	139.819491074017	0.00316566079269642	0	0	1.96530886185245e-20	0.393545444061675	0	0	0	0
LUAD	KEAP1	1	43	5	2	6	28.0198605429529	52.1072882965754	52.1072882965754	32.3635515339324	7.9797723984143e-11	3.41721552388208e-07	2.63830068902848e-11	3.81691072968626e-06	7.80501538288902e-07	0.00167118925195453	1.72034793595917e-07	3.77475828372553e-15	2.4613940515413e-11
LUAD	RBM10	0	4	8	2	4	9.32631398431253	166.453466368088	166.453466368088	13.5389690151993	0.122607604291005	1.99382960142103e-08	1.29802488757491e-08	0.00150127212566731	0.818098716383499	0.000130010982209994	6.3479907126851e-05	5.00058439101281e-10	2.44553579642481e-06
LUAD	SETD2	0	6	7	2	9	8.87836665313602	101.907581627838	101.907581627838	11.8287834553847	0.116908218911883	1.82502130807727e-06	1.28069748461801e-06	0.000120323992289865	0.818068520436507	0.00595017780476792	0.00357900059915679	3.6357150623445e-09	1.42243716099166e-05
LUAD	SMARCA4	3	11	6	6	4	1.8770035440799	15.6224193823248	15.6224193823248	8.01713028486238	0.292611699147454	4.81271208996326e-07	6.36045268787022e-07	0.00781713474371435	0.820039503011648	0.00188292547807722	0.00248846350960235	1.00034859840115e-07	0.000326146988032054
LUAD	EGFR	2	23	0	0	7	6.20752779145946	0	0	19.4867241895065	0.000866109031163464	0.335083632714917	0.000481093974836866	2.17421313103359e-05	0.314397740258604	0.922857456242832	0.247662114098915	2.02670053073284e-07	0.000566375939745654
LUAD	RB1	0	2	5	2	4	4.87582417317402	90.2297996727545	90.2297996727545	14.5154070389005	0.35432925164037	1.52394322381344e-05	1.07409757996724e-05	0.00118986354358482	0.820039503011648	0.0425876819203407	0.0233461076214657	2.45066783755021e-07	0.000599249552976966
LUAD	CDKN2A	1	7	1	0	4	9.89488317602321	17.9092640786968	17.9092640786968	80.2667448758245	0.00373117094750341	0.0681048893545894	0.00776159907789398	2.22831333123259e-06	0.412368169915603	0.922857456242832	0.702927783156305	3.26410822593104e-07	0.0007094720568407
LUAD	CDH10	9	51	4	1	4	3.85859170426523	3.20913975623325	3.20913975623325	17.0910179203277	1.38665134239435e-05	0.0518021661655504	7.37500327536722e-05	0.000682726412053755	0.0452094559331972	0.922857456242832	0.110976780055949	8.96463259292268e-07	0.00175366142782754
LUAD	CMTR2	0	3	4	0	4	7.9289285601508	116.220821606519	116.220821606519	17.4900300118528	0.176833926737435	8.61526262161405e-05	0.000331326488305472	0.000630507331452341	0.820039503011648	0.153210697640013	0.209573819769047	3.42213472559472e-06	0.00608579995473489
LUAD	ATM	0	12	6	1	8	17.195402480118	60.2741976485728	60.2741976485728	8.82225262619465	0.0153031408321301	0.000132755160573872	0.00066005626160226	0.000882837813456896	0.616973769471124	0.216413037595507	0.288895884306379	8.94802907247527e-06	0.0144913693278537
LUAD	BRAF	1	28	1	1	2	15.4501871097688	6.74173172082515	6.74173172082515	8.34456258610057	3.54480999076312e-06	0.0931876245368749	1.90113264744163e-05	0.0331581802939815	0.017335893259827	0.922857456242832	0.0371899568492531	9.63029349054789e-06	0.0144913693278537
LUAD	MGA	3	13	8	1	7	1.5587042591798	9.14112958469828	9.14112958469828	7.69681115247632	0.454382699881335	0.000199847491899718	0.000307267982295079	0.00234931973305609	0.820039503011648	0.255509612715876	0.209573819769047	1.09301477928536e-05	0.0152725393659859
LUAD	KRAS	0	14	1	0	0	102.595556360506	48.7160391523367	48.7160391523367	0	1.28163826218497e-07	0.0451723457510361	8.39585123868503e-07	1	0.000835713589495413	0.922857456242832	0.00273732736551927	1.25856815508252e-05	0.0164134068331495
LUAD	OR10Q1	1	10	0	0	3	10.8056222264214	0	0	31.6050307948559	0.0010632052892342	0.768361813098959	0.00376657189197871	0.000414632625713977	0.314397740258604	0.922857456242832	0.63195621773966	2.24417988984316e-05	0.0274379043781949
LUAD	DCAF4L2	11	18	4	0	4	1.74867033413263	4.80419948894495	4.80419948894495	34.052558432168	0.135266081519136	0.0195000480302581	0.0420089481286003	5.77209583674141e-05	0.820039503011648	0.922857456242832	0.946631395868419	3.37768436388108e-05	0.0388672126624952
LUAD	OR5AS1	2	14	0	0	2	8.93671024141728	0	0	20.7458663679054	0.00015583276198361	0.653167271582919	0.000509263065058274	0.00648895502155952	0.16937683562163	0.922857456242832	0.249093588246333	4.50091090491433e-05	0.0489148995121857
LUAD	ASCL3	0	0	1	0	3	0	86.0204414286485	86.0204414286485	55.5692849140324	0.637942331142905	0.0243495971274679	0.04770375137698	8.28311739944149e-05	0.820039503011648	0.922857456242832	0.946631395868419	5.31119825383231e-05	0.0546829790744566
